[2019_01_19__21_24_21] :MAIN [INFO   ] Program started.
[2019_01_19__21_24_38] :GENG [INFO   ] ==================
[2019_01_19__21_24_39] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_39] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_40] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_41] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_42] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_43] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_44] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_46] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_47] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_47] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_48] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_48] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_49] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_49] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_50] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_51] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_52] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_52] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_53] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_54] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_55] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_56] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_56] :GENG [INFO   ] FPS 55
[2019_01_19__21_24_57] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_58] :GENG [INFO   ] FPS 52
[2019_01_19__21_24_58] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_00] :GENG [INFO   ] FPS 52
[2019_01_19__21_25_00] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_02] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_03] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_04] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_06] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_08] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_09] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_10] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_11] :GENG [INFO   ] FPS 52
[2019_01_19__21_25_12] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_13] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_14] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_15] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_16] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_17] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_18] :GENG [INFO   ] FPS 52
[2019_01_19__21_25_18] :GENG [INFO   ] FPS 55
[2019_01_19__21_25_19] :MAIN [INFO   ] User triggered terminatation.
[2019_01_19__21_25_19] :GENG [INFO   ] ==================
[2019_01_19__21_25_19] :GENG [INFO   ] Window has closed. Application will now exit.
[2019_01_19__21_25_19] :GENG [INFO   ] GEngine terminated succesfully.
[2019_01_19__21_25_19] :MAIN [INFO   ] Program exit.
